job_id,job_title,company,salary_min,salary_max,yrs_of_exp_min,yrs_of_exp_max,job_city,due_date,job_details,job_requirements,job_benefits,location,other_info
35C1BD5F,CVCC Phân tích kinh doanh KHDN - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,,,3,5,Hà Nội,2024/11/15,"Mô tả Công việc VPBank hiện là một trong những Ngân hàng có tốc độ tăng trưởng nhanh nhất tại Việt Nam, cung cấp đa dạng các dịch vụ và được nhiều khách hàng tin dùng. VPBank đặc biệt chú ý đến việc nâng cao hiệu quả hoạt động qua việc phân tích các dữ liệu kinh doanh. Vị trí này đóng vai trò:  Lập kế hoạch, triển khai và giám sát việc thực hiện các công tác quản lý cơ sở dữ liệu, cung cấp báo cáo định kỳ và báo cáo theo yêu cầu phục vụ cho việc ra quyết định của các cấp quản lý, lãnh đạo của Trung tâm; thúc đẩy việc sử dụng số liệu làm cơ sở ra quyết liên quan hoạt động kinh doanh KHDN Thực hiện việc thu thập, xem xét, biến đổi dữ liệu và phân tích chuyên sâu với mục tiêu chỉ ra được những insight hữu ích, đưa ra khuyến nghị và hỗ trợ trong việc ra các quyết định của đơn vị.  Nhiệm vụ chi tiết:  Xây dựng hệ thống báo cáo định kỳ, công cụ theo dõi kết quả: hàng ngày, tuần, tháng, quý và các báo cáo, dữ liệu đột xuất theo yêu cầu về kết quả kinh doanh của KHDN Chịu trách nhiệm thu thập dữ liệu, phát triển và triển khai phân tích nhằm cung cấp các nhận định, khuyến nghị phục vụ cho việc ra quyết định của các cấp quản lý, lãnh đạo. Tham gia vào các dự án của Ngân hàng, Trung tâm với vai trò cung cấp số liệu và báo cáo phục vụ dự án, tư vấn cho các dự án về khía cạnh dữ liệu báo cáo. Hỗ trợ/tư vấn đơn vị kinh doanh và các phòng ban liên quan trong việc ra các chính sách/cơ chế/phương pháp tính toán thích hợp trong từng thời kỳ. Đào tạo và huấn luyện các cán bộ phụ trách báo cáo phân tích và các bộ phận liên quan về dữ liệu, báo cáo, để thúc đẩy việc sử dụng số liệu để ra quyết định của trung tâm. Thực hiện các công việc khác do cấp trên giao phó.","Yêu Cầu Công Việc  Tốt nghiệp Đại học về kinh tế/ngân hàng/tài chính/công nghệ thông tin Có 2 năm kinh nghiệm trở lên liên quan đến báo cáo và phân tích cho ngân hàng Có kiến thức về ngân hàng, sản phẩm, dịch vụ, mô hình kinh doanh Có kiến thức về hệ thống dữ liệu, hệ thống báo cáo phân tích kinh doanh Kỹ năng sử dụng thành thạo các công cụ quản lý dữ liệu (SQL, Oracle…) Kỹ năng báo cáo, phân tích sử dụng đa công cụ (Excel, BI tools, R…) Kỹ năng giao tiếp và tương tác tốt, ưu tiên sử dụng được tiếng Anh  QUYỀN LỢI  Thu nhập hấp dẫn, lương thưởng cạnh tranh theo năng lực Thưởng các Ngày lễ, Tết (theo chính sách ngân hàng từng thời kỳ) Được vay ưu đãi theo chính sách ngân hàng từng thời kỳ Chế độ ngày phép hấp dẫn theo cấp bậc công việc Bảo hiểm bắt buộc theo luật lao động + Bảo hiểm VPBank care cho CBNV tùy theo cấp bậc và thời gian công tác Được tham gia các khóa đào tạo tùy thuộc vào Khung đào tạo cho từng vị trí Thời gian làm việc: từ thứ 2 – thứ 6 & nghỉ 2 t7 trong tháng Môi trường làm việc năng động, thân thiện, có nhiều cơ hội học đào tạo, học hỏi và phát triển; được tham gia nhiều hoạt động văn hóa thú vị (cuộc thi về thể thao, tài năng, hoạt động teambuiding...)","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm,CLB thể thao","Địa điểm làm việcHà Nội                        89 Láng Hạ, Đống Đa, Hà Nội",Thông tin khác Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C161CD,Red Team - Red Team - Khối Công nghệ thông tin (HO24.113),Ngân Hàng TMCP Quân Đội,,,1,,Hà Nội,2024/11/11,"Mô tả Công việc - Nghiên cứu/hướng dẫn triển khai/tối ưu hóa các quy trình/tích hợp các giải pháp kiểm thử/đánh giá an ninh.- Lập kế hoạch và triển khai các chương trình kiểm thử/đánh giá an ninh các hệ thống tuân thủ các quy định/quy trình của MB- Tư vấn các giải pháp, yêu cầu yêu cầu an ninh bảo mật đối với các dự án, yêu cầu phát triển- Trực tiếp đánh giá/kiểm thử bảo mật, kiểm tra các báo cáo đánh giá đối với các hệ thống, ứng dụng nghiệp vụ có rủi ro cao- Phối hợp các đơn vị liên quan thu thập các thông tin về lỗ hổng điểm yếu mới phát sinh nhằm khắc phục và đảm bảo an ninh cho các dịch vụ của Ngân hàng- Chủ trì điều tra chuyên sâu các sự cố ANM","Yêu Cầu Công Việc - Cử nhân chuyên ngành Công nghệ thông tin, Điện tử viễn thông/ hoặc tương đương- Có kiến thức về lập trình an toàn ứng dụng Web, hệ điều hành, các loại protocol, network, các thuật toán mã hóa, cloud;- Nắm rõ các lỗ hổng ứng dụng và kỹ thuật khai thác của các lỗ hổng- Kiến thức về Recon, Crawler, Fuzzing, có khả năng tìm lỗ hổng 0 day, 1 day của các ứng dụng- Nắm rõ về những nguy cơ lợi dụng dữ liệu và ngăn  chặn việc rò rỉ trong tương lại bằng việc mô tả các cuộc tấn công mạng và các nguy cơ an ninh mạng","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Du lịch nước ngoài,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Phụ cấp thâm niên,Nghỉ phép năm,CLB thể thao",,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C20741,Digital Specialist (Html Coder),Savills Vietnam,,,3,5,Hồ Chí Minh,2024/11/09,"Mô tả Công việc JOB SUMMARY:You will play a key role in developing, implementing, and optimizing our digital marketing strategies, with a strong focus on Email Marketing (EDM), Website SEO (on-page), and B2B engagement. Your work will drive brand awareness, improve website performance, and support lead generation efforts. Familiarity with Salesforce EDM, HTML, and UI/UX is a plus, while experience in running ads (Meta, Google) is an advantage but not mandatory.RESPONSIBILITIES:Website Management:Ensure the website is SEO-friendly and optimized for user experience.Collaborate with the content team to implement SEO best practices.Basic knowledge of HTML to manage content updates.EO (Search Engine Optimization):Conduct keyword research and optimize on-page content (landing pages, copy).Analyze website performance and report on key SEO metrics.Ensure continuous improvement in search rankings and organic traffic.EDM (Email Marketing):Design and execute email marketing campaigns using Salesforce.Manage and segment email lists and databases for personalized campaigns.Track and optimize email performance metrics.Database Management for EDM:Manage the database for email marketing campaigns, ensuring data integrity and proper segmentation.Develop strategies to grow and maintain a clean, up-to-date database.Digital Ads (Optional):Assist with Meta and Google Ads campaigns if needed.Monitor ad performance and suggest improvements to increase ROI.","Yêu Cầu Công Việc 3+ years of experience in digital marketing, with a focus on SEO, EDM (Salesforce preferred), and website management.Familiarity with database management for EDM campaigns.Knowledge of HTML (UI/UX is a plus).Strong analytical skills and attention to detail.Ability to manage multiple projects and work under tight deadlines.Up-to-date with the latest digital marketing trends.","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Phụ cấp thâm niên,Nghỉ phép năm,CLB thể thao","Địa điểm làm việcHồ Chí Minh                        Tòa Nhà Doji Tower, 85 Hàm Nghi, phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C21720,Kỹ sư hệ thống (VMware),Công ty TNHH Viettel - CHT,,,1,,Hà Nội,2024/12/31,"Mô tả Công việc Gia nhập đội ngũ tiên phong dẫn dắt sự thay đổi cùng Viettel IDCHơn cả một công việc, Viettel IDC mang đến cho bạn cơ hội phụng sự, kiến tạo và dẫn dắt hạ tầng chuyển đổi số quốc gia.Các nhiệm vụ chính: 1. Tham gia nghiên cứu các giải pháp công nghệ, thiết kế, triển khai hệ thống cho các sản phẩm, nhóm dịch vụ VMware 2. Phối hợp với Product Manager (PM), Business Analyst (BA) và Software Developer theo mô hình Agile để phát triển, đưa ra thị trường các sản phẩm mới hoặc nâng cấp, cải tiến các tính năng cho sản phẩm hiện có; 3. Xây dựng các tài liệu Datasheet; Hướng dẫn quản trị, vận hành hệ thống, đào tạo cho đội ngũ hỗ trợ Kỹ thuật và Quản trị hệ thống. Hỗ trợ kỹ thuật dịch vụ lớp 3 cho Khách hàng và xử lý sự cố mức core các sản phẩm Cloud phụ trách; 4. Tham gia hỗ trợ tư vấn giải pháp và triển khai các dự án cho Khách hàng khi cần; 5. Ứng dụng các công cụ phổ biến trên thế giới hiện nay: Phục vụ quá trình nghiên cứu phát triển và triển khai đóng gói sản phẩm.","Yêu Cầu Công Việc I. Yêu cầu: 1. Tốt nghiệp Đại học chuyên ngành Công nghệ Thông tin (CNTT), Khoa học Máy tính (KHMT), Điện tử Viễn thông (ĐTVT) hoặc tương đương; 2. Có kiến thức và hiểu biết về một trong các lĩnh vực:   Hiểu biết cơ bản về nền tảng Cloud Vmware hoặc Openstack   VMware vSphere: Có kiến thức về hệ thống ảo hóa và quản lý tài nguyên trong môi trường vSphere, bao gồm ESXi, vCenter Server, DRS (Distributed Resource Scheduler), HA (High Availability), vMotion, Storage vMotion, vSAN, vCenter Update Manager....   Networking và Storage: Hiểu về cách cấu hình mạng ảo và lưu trữ ảo trên vSphere. Có kiến thức về VLAN, vSwitches, vLANs, iSCSI, NFS, và cách quản lý tài nguyên lưu trữ.   vRealize Suite: Hiểu về các giải pháp quản lý và giám sát tự động từ VMware như vRealize   II. Chế độ: 1. Hưởng mức thu nhập thuộc top các công ty hàng đầu trong lĩnh vực CNTT tại Việt Nam.2. Các chế độ phúc lợi xã hội theo quy định pháp luật như: BHYT, BHXH, BHTN...3. Hưởng các chế độ phúc lợi hấp dẫn khác: Du lịch, nghỉ mát, bảo hiểm sức khỏe, bảo hiểm nhân thọ cho nhân sự xuất sắc, thưởng theo kết quả sản xuất kinh doanh...4. Đào tạo nâng cao nghiệp vụ, kỹ năng để trở thành chuyên gia hàng đầu trong lĩnh vực.5. Cơ hội phát triển nghề nghiệp theo 2 chóp: quản lý hoặc chuyên gia.","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm","Địa điểm làm việcHà Nội                        Tầng 16, Hapulico Center Building, Số 1 Nguyễn Huy Tưởng, Q. Thanh Xuân, TP. Hà Nội                    Hồ Chí Minh                        Tòa nhà Viettel Tower, 285 Cách Mạng Tháng 8, Phường 12, Quận 10, Hồ Chí Minh",Thông tin khác Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C1F1F0,Chuyên viên chính/Chuyên viên cao cấp vận hành mô hình - Trung tâm Quản trị dữ liệu,Ngân Hàng TMCP Tiên Phong (TPBank),,,2,7,Hà Nội,2024/11/23,"Mô tả Công việc Mục đích chức danh Nhân sự vận hành mô hình sẽ tiếp nhận các yêu cầu deploy mô hình ML từ team Data Scientist từ các đơn vị nghiệp vụ trong NH; chuyển đổi code phát triển thành code vận hành, ra đầu bài với team Data Engineer/DevOps để phát triển data pipeline; lên phương án tích hợp mô hình ML vào hệ thống vận hành/ứng dụng của NH; thiết lập cơ chế theo dõi và monitor hiệu năng của các mô hình ML đang được vận hành. Mô tả công việc  Đưa các mô hình ML được đánh giá là có hiệu quả trên thực tế lên môi trường vận hành theo yêu cầu của đơn vị nghiệp vụ dựa trên tài liệu yêu cầu phát triển (BRD) (chuyển đổi code phát triển thành code vận hành hệ thống; phát triển API hoặc deploy mô hình trên platform chuyên dụng như IBM Cloud Paks for Data hoặc phối hợp với các đơn vị phát triển để tích hợp trực tiếp trên hệ thống vận hành/ứng dụng tại NH); Phối hợp với team Data Scientist trong NH để lên kế hoạch thực hiện hiệu chỉnh, bảo dưỡng mô hình ML trong trường hợp hiệu năng mô hình xuống dưới ngưỡng cho phép; Nghiên cứu, thử nghiệm, từng bước áp dụng quy trình CI/CD và thực hành MLOps trong vòng đời vận hành/phát triển của các mô hình ML (Continuous Delivery for Machine Learning – CD4ML) tại NH;","Yêu Cầu Công Việc a. Kinh nghiệm: Kinh nghiệm 02 năm trở lên trong lĩnh vực vận hành mô hình (MLOps); b. Yêu cầu chuyên môn: -  Có kinh nghiệm/thực hành ở một trong các mảng sau: + Có kinh nghiệm sử dụng các nền tảng commercial thông dụng trên thị trường để phát triển/vận hành mô hình ML như IBM Cloud Pak for Data, DataRobot, Alteryx v.v. hoặc các nền tảng open source như Kubeflow, MLFlow v.v.; ưu tiên ứng viên đã có kinh nghiệm thực hành trên nền tảng IBM Cloud Pak for Data; + Sử dụng thành thạo các công cụ như  Hadoop, Spark, Airflow, Kafka  để xây dựng luồng xử lý dữ liệu (data pipeline) phục vụ vận hành mô hình ML; + Có kinh nghiệm sử dụng công cụ Containerization (như Docker), Software Orchestration (như Kubernetes); có kinh nghiệm sử dụng CI/CD tool như Jenkins, Gitlab; -  Ưu tiên ứng viên có am hiểu về các thư viện thông dụng được sử dụng trong việc phát triển mô hình ML như Keras, PyTorch, Tensorflow, Scikit-learn; -  Ưu tiên các ứng viên đã có kinh nghiệm làm việc tại các tổ chức tài chính/ngân hàng/các công ty công nghệ; -  Các kỹ năng/yêu cầu khác: + Cẩn thận, tỉ mỉ, làm việc tốt dưới áp lực; có khả năng làm việc nhóm tốt; + Có khả năng tự tìm hiểu/tự nghiên cứu tốt; Quyền lợi  Thử việc 100% lương cơ bản, tổng thu nhập 15-18 tháng/năm Thưởng dự án và thưởng cuối năm cao Môi trường làm việc sáng tạo, hiện đại, quản lý theo tiến độ và hiệu quả công việc, giờ làm việc linh hoạt Đội ngũ lãnh đạo thân thiện, hòa đồng, quan tâm đến sự phát triển của các cá nhân Nhân viên được đào đạo tận tình các kĩ năng mềm và nghiệp vụ chuyên sâu Không khí vui vẻ, đồng nghiệp trẻ trung, năng động Nhiều hoạt động tập thể lý thú và ý nghĩa: bóng đá, karaoke, đi phượt, du lịch, từ thiện hàng năm Trợ cấp thai sản cho nhân viên nữ Tổ chức khám sức khỏe tổng quát định kỳ hàng năm, mua thêm gói bảo hiểm sức khỏe cho nhân viên ngoài Bảo hiểm y tế","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Đồng phục,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm",,Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
35C18114,[C4] Chuyên Viên Quan Hệ Khách Hàng Ngân Hàng Quốc Tế Singapore (Không đi thị trường/ Thu nhập 7-20M),BellSystem24-Việt Nam,7.0,20.0,,,Hà Nội,2024/10/22,"Mô tả Công việc MÔ TẢ CÔNG VIỆC  Thực hiện cuộc gọi đến khách hàng theo danh sách đã được chọn lọc và từ đó triển khai công tác tư vấn, trợ giúp dịch vụ, góp phần gia tăng, mở rộng quyền lợi cho bản thân khách hàng. Trao đổi thông tin nhằm giúp khách hàng hiểu rõ hơn về dịch vụ của Ngân hàng Quốc tế Singapore. Tư vấn giá trị sử dụng các loại thẻ tín dụng cũng như các chương trình bổ trợ của Ngân hàng Quốc tế Singapore cho khách hàng có điều kiện và nhu cầu sử dụng.  THỜI GIAN LÀM VIỆC  Giờ Hành chính, 8h00 - 17h00 Làm Thứ 7 tuần 1 và tuần 3 trong tháng Nghỉ Thứ 7 tuần 2, tuần 4, Chủ nhật, lễ tết trong tháng  ĐỊA CHỈ LÀM VIỆC: Tầng 3, Tòa nhà Trung Yên 1, Số 1A Vũ Phạm Hàm, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội. QUYỀN LỢI  Lương cứng từ 5.000.000 VNĐ - 9.000.000 VNĐ ( LC tăng theo từng level) + Hoa hồng + Casa + Thưởng. Tổng thu nhập từ 7.000.000 VNĐ đến 20.000.000 VNĐ/tháng) Không yêu cầu kinh nghiệm Được training kỹ năng và nghiệp vụ về sản phẩm, dịch vụ của ngân hàng trước khi bắt đầu công việc Được hỗ trợ đầy đủ thiết bị khi làm việc (Máy tính, tai nghe,...) Thường xuyên được tham gia các chương trình đào tạo nhằm nâng cao khả năng giao tiếp và bán hàng Mức hoa hồng không giới hạn Môi trường làm việc tại ngân hàng chuyên nghiệp, hiện đại Lộ trình thăng tiến lên vị trí Trưởng ca/Giám sát đối với những bạn có hiệu suất công việc tốt Cơ hội tiếp cận khách hàng tiềm năng và xây dựng mối quan hệ lâu dài, tạo ra cơ hội kinh doanh cho ngân hàng",Yêu Cầu Công Việc  Tốt nghiệp THPT trở lên Độ tuổi từ 18 - 40 Kỹ năng giao tiếp tốt Không có nợ xấu ngân hàng,"Chế độ thưởng,Đào tạo,Nghỉ phép năm",,Thông tin khác Bằng cấp:                Trung học          Độ tuổi:                Không giới hạn tuổi         Lương:                   7 Tr - 20 Tr       VND
35C1F1D1,Database Administrator,DIAG,,,3,6,Hồ Chí Minh,2024/11/03,"Mô tả Công việc Database Developer for DIAG Engineering TeamJob Description:+ Operation and Optimize Database of DIAG Plaform Micro Service: HIS, LIS, Patient, Website, Webportal.+ Optimize performance DIAG Platform Micro Service. Strongly focus in LIS Database.+ Contributes to the identification of issues / incidents / events that impact DIAG Platform","Yêu Cầu Công Việc Requirements: MUST HAVE:+ More than 3 years experience in Database Technology and delivery, with a strong background in the practical use, design and deployment of large-scale Database infrastructures+ Experience with design, implementing and managing enterprise Database and application dependencies and toolsets + Experience with database optimization and tuning. + Strong business communication and interpersonal skills + Proven experience in coordinating multiple stakeholders and 3rd parties to deliver successful outcomes in a time sensitive environment + Strong product mindset and operation software in Production Ready + Have experience with micro-service architect+ ""Can do"" attitude. NICE TO HAVE:+ Have experiment with Google Cloud Platform or any similar cloud provider.+ Have experiment with Apache Kafka or any Message Queue Solution","Laptop,Chế độ bảo hiểm,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm","Địa điểm làm việcHồ Chí Minh                        414 - 416 - 418 - 420 Cao Thắng nối dài, Phường 12, Quận10, HCM",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:                   Trên        30 Tr       VND
35C20C5B,Administrative Support Officer (outsourcing),Công ty TNHH Hóa dầu Long Sơn,,,,,Bà Rịa - Vũng Tàu,2024/11/30,"Mô tả Công việc Supporting tasks in IT Department:Create acceptance protocol, payment request in Allpay for Digital Vendors.Create PR for Digital procurement.Create e-memo for Digital department work.Handle e-Smart ISO and responsible for create, update ISO document for Digital department.Assist in maintain master data and user accounts for K2, Business Partner, e-memo, OASIS, LIMS, OPPA.Other task as assigned ","Yêu Cầu Công Việc College or Bachelor's DegreeProven experience in administrative roles, preferably in a corporate or office environment.English communication skills, both verbal and written, with a high level of professionalism.Proficiency in Microsoft Office applications (Word, Excel, PowerPoint, Outlook) and office software","Chế độ bảo hiểm,Du Lịch,Phụ cấp,Xe đưa đón,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Nghỉ phép năm,CLB thể thao","Địa điểm làm việcBà Rịa - Vũng Tàu                        xã Long Sơn, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu","Thông tin khác Bằng cấp:                Cao đẳng          Thời gian thử việc: 60 days  Độ tuổi:                        22 - 29                  Thời gian làm việc: 8AM - 5PM (From Mon to Fri)  Phúc lợi: Meal, Shuttle bus Lương:       Cạnh tranh"
35C1A171,Sales Analysis Supervisor,Masan Consumer,,,2,3,Hồ Chí Minh,2024/11/05,"Mô tả Công việc + Kiểm tra & tính toán lương Kinh doanh tháng /quý của GSBH,ASM,RSM, PG(MT) dựa trên chính sách thưởng của công ty+ Tính thưởng ngành hàng theo từng scheme phê duyệt của các cấp kênh GT: Sup up trở lên, MT : Sup up & PG+ Kiểm tra tính chất hợp hợp lý của từng scheme MT để lên thông báo SCT gửi phòng pháp chế (legal) gửi từng SCT theo quy định chung+ Xây dựng hệ thống báo cáo Power BI nhằm phân tích dữ liệu của công ty, phục vụ cho mục tiêu bán hàng (doanh số, chi phí, khuyến mại…)+ Tổ chức xây dựng hệ thống cơ sở dữ liệu nhất quán, chuẩn hóa từ các hệ thống bán hàng khác nhau cho khối Kinh doanh+ Đề xuất, phát triển, tối ưu báo cáo có sẵn & thực hiện các công việc khác theo phân công của Cấp Quản lý","Yêu Cầu Công Việc + Tốt nghiệp đại học các ngành liên quan : Toán thống kê, hệ thống thông tin, công nghệ thông tin hoặc các ngàng tương đương.+ Excel thành thạo, ưu tiên trình độ cao cấp+ Từng biết và làm qua BI tool như PowerBI, Power Query và Looker Studio+ Ít nhất 1-2 năm kinh nghiệm về Sales Analysis ở các công ty FMCG+ Kỹ năng phân tích thông tin, số liệu+ Kỹ năng nhận định vấn đề và tương tác tốt+ Trung thực, Nguyên tắc, tuân thủ chặt chẽ mọi quy trình , hướng dẫn của công ty,+ Nhiệt tình, trách nhiệm với công việc+ Cẩn thận, tỉ mỉ, thích làm việc với con số, lưu trữ chứng từ","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Công tác phí,Nghỉ phép năm",,Thông tin khác Bằng cấp:                Cao đẳng          Độ tuổi:                        20 - 40                 Lương:       Cạnh tranh
35C1E35F,Business Intelligence Fresher,Yes4All Trading Services Company Limited,,,,,Hồ Chí Minh,2024/10/30,"Mô tả Công việc Yes4All is one of the leading brands for home sporting goods & furniture in the e-commerce market. Founded in 2010, we have strived to be the world leader in e-commerce enablers in terms of trading, product creating and e-commerce servicing. Based in California with an operation office in HCMC, we have young and talented members with expert knowledge and experience in the e-commerce industry.We are on an ambitious journey to dominate not only US e-commerce market but also to enter new e-commerce markets of more than 15 countries in Europe, Asia and North America, not only Amazon channel but also Walmart, Wayfair among others. Besides, Home sporting goods, Furniture, Outdoor and Gardening are also great opportunities that we desire to occupy and create significant values. With our steady knowledge in E-commerce, Yes4All started to provide end-to-end ecommerce-enabler service in order to help Vietnamese and global manufacturers or struggling sellers bring their products to the US & International markets. Our mission: Connect the Worldwide Resources & create innovative platform to bring products and services from innovators and manufacturers to worldwide customers more efficiently.Our vision: To be the world leader of e-commerce enabler in term of trading, product creating, and e-commerce servicing.I. JOB DESCRIPTIONDevelop and Maintain BI Reports- Design and create regular and ad-hoc reports as assigned.- Ensure accuracy and timeliness of reports.Maintain Data Quality- Monitor and ensure data quality standards.- Address data discrepancies and issues.Develop Data Models- Create and maintain data models for reporting and analysis.Documentation- Create and maintain BI’s documents","Yêu Cầu Công Việc II. REQUIREMENTSBachelor’s degree in Business Analytics, Data Science, Computer Science, or a related field.Can use SQL, Python and visualization tool like Power BI.Have good analytical and statistical skillsHave good communication and presentation abilitiesPossess “Can do” mindsetWHY YOU WILL LOVE JOINING US?FOR YOU TO JOINFinancial Well-being: A competitive salary with 13th month salary, annual performance bonus and a variety of allowances.Salary review: annually or on excellent performance.Activities: company trips, team-building, and other customized monthly bonding events.Annual leaves: 16 days off and 01 Birthday Leave per year.Healthcare: annual health check, insurance according to Labor Law and extra PTI Insurance package.Working Environment: dynamic, friendly environments with working time flexibility (Mon-Fri), and other perks include snacks, coffee, and healthy food provided daily suited for hardworking, fun, and team collaboration.FOR YOU TO GROWAmbition: We are now keeping on with our hyper growth to multicategory, multichannel, multimarket, and expanding into the world largest e-commerce enabler. Hence, there will continuously be opportunities to challenge yourself, learn new skills and knowledge.Challenges: Your voice can always be heard as we embrace the eagerness of learning and sharing. You can be your own boss and create your own value with the ability to take initiative and make decisions in all aspects of work.Chances: Be led and coached by experienced and inspirational leaders and participate in various training courses where you can enlarge your knowledge and experience in the E-commerce and Supply Chain industry.FOR YOU TO STAYPeople: Having a headquarter in the US and an operation office in Vietnam, our team is young and highly motivated. You will be working with and alongside members having experiences from International Corporations or high profile from Vietnam that share the same passion and dedication.Culture: Our working environment is humble, collaborative and 100% healthy. We promote Exchange & Speak out, you can receive transparent and supportiveCareer path: Provide you a great career path, open to rotating for your better understanding of the company and contribute across many of our functions.And much more, join us and let yourself explore other fantastic things!","Laptop,Chế độ bảo hiểm,Du Lịch,Phụ cấp,Chế độ thưởng,Chăm sóc sức khỏe,Đào tạo,Tăng lương,Nghỉ phép năm","Địa điểm làm việcHồ Chí Minh                        127 Hồng Hà, Phường 9 (Phú Nhuận), Phú Nhuận, Thành phố Hồ Chí Minh",Thông tin khác Bằng cấp:                Đại học          Độ tuổi:                Không giới hạn tuổi         Lương:       Cạnh tranh
